rowid,st_delivname,kepid,tm_designation,ra,dec,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,dens,dens_err1,dens_err2,prov_sec,nconfp,nkoi,ntce,st_quarters,st_vet_date,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,datalink_dvr
150,q1_q12_stellar,4570949,2MASS J19364610+3937084,294.192108,39.618999,13.308,6411,77,-77,Pinsonneault,4.385,0.178,-0.178,Pinsonneault,-0.2,0,0,Pinsonneault,1.147,0.483,-0.483,,,,,,,,1,1,0,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.343,0.022,12.134,0.021,12.092,0.021,
151,q1_q16_stellar,4633570,2MASS J18560773+3946527,284.032227,39.78133,14.427,4621,140,-125,PHO1,4.605,0.051,-0.032,KIC0,-0.24,0.34,-0.3,KIC0,0.668,0.062,-0.063,0.66,0.08,-0.05,3.098,0.7473,-0.4522,DSEP,2,2,2,11110111011101100,2013-12-03,0.6934,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,191.43,173.322,160.242,149.887,141.868,131.135,127.632,121.904,115.79,110.501,106.346,103.416,102.321,97.798,12.722,0.023,12.138,0.022,12.057,0.021,004/004633/004633570/dv/kplr004633570-20130815195353_dvr.pdf
152,q1_q17_dr24_stellar,4633570,2MASS J18560773+3946527,284.032227,39.78133,14.427,4621,140,-125,PHO1,4.605,0.051,-0.032,KIC0,-0.24,0.34,-0.3,KIC0,0.668,0.062,-0.063,0.66,0.08,-0.05,3.098,0.7473,-0.4522,DSEP,2,2,2,11110111011101100,2015-01-15,0.6926,1426.313,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,213.621,191.782,181.947,169.641,162.029,149.007,143.447,135.982,129.269,123.896,119.402,116.894,115.928,110.998,12.722,0.023,12.138,0.022,12.057,0.021,004/004633/004633570/dv/kplr004633570-20141002224145_dvr.pdf
153,q1_q12_stellar,4633570,2MASS J18560773+3946527,284.032227,39.78133,14.427,4629,57,-57,Pinsonneault,4.658,0.018,-0.018,Pinsonneault,-0.2,0,0,Pinsonneault,0.628,0.014,-0.014,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.722,0.023,12.138,0.022,12.057,0.021,004/004633/004633570/dv/kplr004633570-20121029204534_dvr.pdf
154,q1_q17_dr24_stellar,4636578,2MASS J19014070+3942219,285.419617,39.706108,13.781,6188,113,-132,SPE58,4.152,0.17,-0.147,SPE58,-0.08,0.14,-0.14,SPE58,1.465,0.366,-0.292,1.11,0.15,-0.1,0.4977,0.4205,-0.2126,DSEP,3,3,3,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,128.022,116.503,112.51,106.967,104.63,100.591,99.239,97.904,97.02,96.728,96.73,97.542,97.762,98.181,12.718,0.023,12.45,0.023,12.393,0.025,004/004636/004636578/dv/kplr004636578-20141002224145_dvr.pdf
155,q1_q12_stellar,4636578,2MASS J19014070+3942219,285.419617,39.706108,13.781,6232,112,-112,Pinsonneault,4.244,0.172,-0.172,Pinsonneault,-0.2,0,0,Pinsonneault,1.329,0.486,-0.486,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.718,0.023,12.45,0.023,12.393,0.025,004/004636/004636578/dv/kplr004636578-20121029204534_dvr.pdf
156,q1_q16_stellar,4636578,2MASS J19014070+3942219,285.419617,39.706108,13.781,6217,168,-195,PHO1,4.245,0.176,-0.249,KIC0,-0.32,0.28,-0.3,KIC0,1.247,0.571,-0.24,1,0.2,-0.12,0.7246,0.6168,-0.4428,DSEP,3,3,3,11111111111111100,2013-12-03,0.879,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,112.799,102.966,96.379,91.951,88.854,84.919,83.797,82.189,80.422,79.238,78.254,77.364,76.954,74.178,12.718,0.023,12.45,0.023,12.393,0.025,004/004636/004636578/dv/kplr004636578-20130815195353_dvr.pdf
157,q1_q12_stellar,4644952,2MASS J19151486+3946143,288.811951,39.77066,13.828,5704,134,-134,Pinsonneault,4.078,0.182,-0.182,Pinsonneault,-0.2,0,0,Pinsonneault,1.486,0.4,-0.4,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.631,0.023,12.315,0.022,12.208,0.02,004/004644/004644952/dv/kplr004644952-20121029204534_dvr.pdf
158,q1_q17_dr24_stellar,4644952,2MASS J19151486+3946143,288.811951,39.77066,13.828,5527,110,-102,SPE58,4.491,0.051,-0.129,SPE58,-0.08,0.16,-0.16,SPE58,0.88,0.15,-0.055,0.88,0.06,-0.05,1.808,0.3422,-0.6566,DSEP,3,3,3,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,126.77,117.443,115.437,111.65,110.093,106.602,105.36,104.189,103.973,104.737,107.421,110.792,111.837,120.843,12.631,0.023,12.315,0.022,12.208,0.02,004/004644/004644952/dv/kplr004644952-20141002224145_dvr.pdf
159,q1_q16_stellar,4644952,2MASS J19151486+3946143,288.811951,39.77066,13.828,5903,175,-206,PHO1,4.065,0.249,-0.212,KIC0,0.48,0.08,-0.3,KIC0,1.784,0.612,-0.596,1.35,0.17,-0.3,0.3345,0.5515,-0.1815,DSEP,3,3,3,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,105.509,97.578,92.48,88.799,85.875,82.164,81.242,80.068,80.001,80.574,81.575,82.474,82.789,83.927,12.631,0.023,12.315,0.022,12.208,0.02,004/004644/004644952/dv/kplr004644952-20130815195353_dvr.pdf
160,q1_q16_stellar,4725681,2MASS J18552792+3953530,283.866394,39.898079,15.414,3750,66,-60,SPE5,4.755,0.07,-0.07,SPE5,0.08,0.11,-0.11,SPE5,0.51,0.06,-0.06,0.54,0.06,-0.06,5.734,2.122,-2.122,DSEP5,2,2,2,11110111011101100,2013-12-03,0.6932,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,389.282,349.363,322.42,302.922,286.734,264.551,256.47,243.606,230.594,221.742,216.354,213.66,212.982,211.635,13.224,0.024,12.537,0.023,12.312,0.022,004/004725/004725681/dv/kplr004725681-20130815195353_dvr.pdf
161,q1_q17_dr24_stellar,4725681,2MASS J18552792+3953530,283.866394,39.898079,15.414,3847,95,-73,SPE60,4.727,0.023,-0.045,SPE60,-0.02,0.14,-0.14,SPE60,0.532,0.041,-0.032,0.55,0.04,-0.04,5.152,0.603,-0.8403,DSEP,2,2,2,11110111011101100,2015-01-15,0.6926,1426.313,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,415.482,373.997,353.966,332.417,318.878,295.17,285.894,271.005,257.797,248.782,242.861,238.175,237.159,235.007,13.224,0.024,12.537,0.023,12.312,0.022,004/004725/004725681/dv/kplr004725681-20141002224145_dvr.pdf
162,q1_q12_stellar,4725681,2MASS J18552792+3953530,283.866394,39.898079,15.414,4064,199,-199,Pinsonneault,4.739,0.02,-0.02,Pinsonneault,-0.2,0,0,Pinsonneault,0.524,0.028,-0.028,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.224,0.024,12.537,0.023,12.312,0.022,004/004725/004725681/dv/kplr004725681-20121029204534_dvr.pdf
163,q1_q17_dr24_stellar,4757437,2MASS J19385044+3949303,294.710175,39.8251,14.606,6251,170,-208,PHO1,4.378,0.075,-0.316,KIC0,-0.06,0.22,-0.3,KIC0,1.119,0.621,-0.124,1.09,0.27,-0.11,1.094,0.3638,-0.7501,DSEP,2,2,2,11111011101110100,2015-01-15,0.6989,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,178.089,156.969,147.134,135.201,127.252,114.136,108.774,100.565,91.43,84.654,79.251,74.817,73.59,67.654,13.49,0.027,13.257,0.038,13.206,0.037,004/004757/004757437/dv/kplr004757437-20141002224145_dvr.pdf
164,q1_q16_stellar,4757437,2MASS J19385044+3949303,294.710175,39.8251,14.606,6251,170,-208,PHO1,4.378,0.075,-0.316,KIC0,-0.06,0.22,-0.3,KIC0,1.119,0.621,-0.124,1.09,0.27,-0.11,1.094,0.3638,-0.7501,DSEP,2,2,2,11111011101110100,2013-12-03,0.6987,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,158.724,140.435,127.018,117.239,109.445,97.772,93.28,86.088,78.423,73.079,68.28,64.276,63.05,57.673,13.49,0.027,13.257,0.038,13.206,0.037,004/004757/004757437/dv/kplr004757437-20130815195353_dvr.pdf
165,q1_q12_stellar,4757437,2MASS J19385044+3949303,294.710175,39.8251,14.606,6254,113,-113,Pinsonneault,4.449,0.178,-0.178,Pinsonneault,-0.2,0,0,Pinsonneault,1.044,0.412,-0.412,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.49,0.027,13.257,0.038,13.206,0.037,004/004757/004757437/dv/kplr004757437-20121029204534_dvr.pdf
166,q1_q12_stellar,4833421,2MASS J19242685+3956567,291.111877,39.949108,14.247,6095,91,-91,Pinsonneault,4.491,0.219,-0.219,Pinsonneault,-0.2,0,0,Pinsonneault,0.971,0.459,-0.459,,,,,,,,5,5,5,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.173,0.023,12.887,0.023,12.826,0.028,004/004833/004833421/dv/kplr004833421-20121029204534_dvr.pdf
167,q1_q17_dr24_stellar,4833421,2MASS J19242685+3956567,291.111877,39.949108,14.247,6038,115,-121,SPE58,4.285,0.13,-0.112,SPE58,-0.16,0.14,-0.14,SPE58,1.19,0.181,-0.164,0.99,0.07,-0.06,0.8321,0.4677,-0.271,DSEP,5,5,5,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,132.428,116.795,109.405,100.824,95.465,85.945,82.005,76.597,70.026,64.932,61.002,57.653,56.784,52.448,13.173,0.023,12.887,0.023,12.826,0.028,004/004833/004833421/dv/kplr004833421-20141002224145_dvr.pdf
168,q1_q16_stellar,4833421,2MASS J19242685+3956567,291.111877,39.949108,14.247,6103,143,-186,PHO1,4.496,0.044,-0.262,KIC0,-0.2,0.24,-0.3,KIC0,0.949,0.327,-0.088,1.03,0.12,-0.13,1.697,0.3707,-1.002,DSEP,5,5,5,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,117.175,103.621,93.929,86.861,81.24,73.052,69.876,64.354,58.896,54.74,51.529,48.867,47.943,44.14,13.173,0.023,12.887,0.023,12.826,0.028,004/004833/004833421/dv/kplr004833421-20130815195353_dvr.pdf
169,q1_q17_dr24_stellar,4852528,2MASS J19442701+3958436,296.112579,39.978779,14.804,4611,95,-89,SPE58,4.619,0.013,-0.04,SPE58,0.07,0.15,-0.15,SPE58,0.699,0.039,-0.024,0.74,0.03,-0.04,3.054,0.1955,-0.4005,DSEP,4,5,5,11111011101110100,2015-01-15,0.6989,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,234.59,211.206,200.372,186.679,178.638,162.484,156.069,147.962,138.377,132.615,130.123,127.361,127.066,125.67,12.954,0.023,12.354,0.022,12.253,0.02,004/004852/004852528/dv/kplr004852528-20141002224145_dvr.pdf
170,q1_q12_stellar,4852528,2MASS J19442701+3958436,296.112579,39.978779,14.804,4443,63,-63,Pinsonneault,4.691,0.015,-0.015,Pinsonneault,-0.2,0,0,Pinsonneault,0.588,0.013,-0.013,,,,,,,,4,5,5,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.954,0.023,12.354,0.022,12.253,0.02,004/004852/004852528/dv/kplr004852528-20121029204534_dvr.pdf
171,q1_q16_stellar,4852528,2MASS J19442701+3958436,296.112579,39.978779,14.804,4040,64,-175,SPE5,4.697,0.074,-0.074,SPE5,-0.14,0.11,-0.11,SPE5,0.57,0.07,-0.07,0.59,0.07,-0.07,4.487,1.737,-1.737,DSEP5,4,5,5,11111011101110100,2013-12-03,0.6987,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,13.927,12.064,10.626,9.235,7.297,7.1,7.1,7.1,227.566,207.511,192.119,179.975,170.47,157.118,152.407,144.767,136.324,131.085,127.466,124.1,123.287,120.781,12.954,0.023,12.354,0.022,12.253,0.02,004/004852/004852528/dv/kplr004852528-20130815195353_dvr.pdf
172,q1_q16_stellar,4862625,2MASS J19525162+3957183,298.215088,39.955101,13.718,6363,154,-204,PHO1,4.444,0.048,-0.277,KIC0,-0.26,0.22,-0.3,KIC0,1.035,0.425,-0.095,1.08,0.2,-0.12,1.375,0.3165,-0.8543,DSEP,1,3,0,11111111111111100,2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.714,0.023,12.461,0.022,12.395,0.021,
173,q1_q17_dr24_stellar,4862625,2MASS J19525162+3957183,298.215088,39.955101,13.718,6363,154,-204,PHO1,4.444,0.048,-0.277,KIC0,-0.26,0.22,-0.3,KIC0,1.035,0.425,-0.095,1.08,0.2,-0.12,1.375,0.3165,-0.8543,DSEP,1,3,7,11111111111111100,2015-01-15,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,9.263,7.1,7.1,7.1,129.32,114.604,109.047,101.884,98.082,91.859,89.615,85.948,81.908,78.413,77.044,75.879,75.449,73.723,12.714,0.023,12.461,0.022,12.395,0.021,004/004862/004862625/dv/kplr004862625-20141002224145_dvr.pdf
174,q1_q12_stellar,4862625,2MASS J19525162+3957183,298.215088,39.955101,13.718,6380,67,-67,Pinsonneault,4.429,0.133,-0.133,Pinsonneault,-0.2,0,0,Pinsonneault,1.09,0.281,-0.281,,,,,,,,1,3,0,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.714,0.023,12.461,0.022,12.395,0.021,
175,q1_q17_dr24_stellar,4914423,2MASS J19155629+4003522,288.984558,40.064529,12.287,5845,88,-88,SPE8,4.163,0.011,-0.011,AST8,0.07,0.109,-0.109,SPE8,1.436,0.039,-0.039,1.09,0.07,-0.07,0.5131,0.01971,-0.01971,MULT8,2,2,2,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,52.579,47.047,44.467,41.366,39.496,36.21,34.868,32.725,30.517,28.78,27.601,26.748,26.537,25.414,11.193,0.021,10.941,0.016,10.873,0.017,004/004914/004914423/dv/kplr004914423-20141002224145_dvr.pdf
176,q1_q12_stellar,4914423,2MASS J19155629+4003522,288.984558,40.064529,12.287,6141,88,-88,Pinsonneault,4.36,0.211,-0.211,Pinsonneault,-0.2,0,0,Pinsonneault,1.128,0.486,-0.486,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.193,0.021,10.941,0.016,10.873,0.017,004/004914/004914423/dv/kplr004914423-20121029204534_dvr.pdf
177,q1_q16_stellar,4914423,2MASS J19155629+4003522,288.984558,40.064529,12.287,5845,88,-88,SPE8,4.163,0.011,-0.011,AST8,0.07,0.109,-0.109,SPE8,1.436,0.039,-0.039,1.09,0.07,-0.07,0.5131,0.01971,-0.01971,MULT8,2,2,2,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,45.791,41.024,37.588,35.112,33.105,30.297,29.196,27.357,25.457,24.236,23.204,22.398,22.197,21.309,11.193,0.021,10.941,0.016,10.873,0.017,004/004914/004914423/dv/kplr004914423-20130815195353_dvr.pdf
178,q1_q17_dr24_stellar,4939346,2MASS J19431423+4000306,295.809296,40.008511,15.674,6167,181,-259,PHO1,4.444,0.047,-0.273,KIC0,0.07,0.17,-0.33,KIC0,1.064,0.442,-0.106,1.15,0.22,-0.17,1.343,0.3197,-0.829,DSEP,2,2,2,1111011101110110,2015-01-15,0.6946,1421.326,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,397.733,352.579,332.515,307.706,291.398,266.741,256.45,241.291,221.841,208.037,198.594,190.173,187.726,176.201,14.463,0.032,14.194,0.044,14.187,0.067,004/004939/004939346/dv/kplr004939346-20141002224145_dvr.pdf
179,q1_q12_stellar,4939346,2MASS J19431423+4000306,295.809296,40.008511,15.674,6105,190,-190,Pinsonneault,4.491,0.183,-0.183,Pinsonneault,-0.2,0,0,Pinsonneault,0.973,0.361,-0.361,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.463,0.032,14.194,0.044,14.187,0.067,004/004939/004939346/dv/kplr004939346-20121029204534_dvr.pdf
180,q1_q16_stellar,4939346,2MASS J19431423+4000306,295.809296,40.008511,15.674,6167,181,-259,PHO1,4.444,0.047,-0.273,KIC0,0.07,0.17,-0.33,KIC0,1.064,0.442,-0.106,1.15,0.22,-0.16,1.343,0.3197,-0.829,DSEP,2,2,2,1111011101110110,2013-12-03,0.6942,1388.442,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,378.909,337.394,307.655,286.198,269.169,243.575,234.065,217.985,200.684,189.058,179.016,171.097,168.884,158.057,14.463,0.032,14.194,0.044,14.187,0.067,004/004939/004939346/dv/kplr004939346-20130815195353_dvr.pdf
181,q1_q12_stellar,5088536,2MASS J19134816+4014431,288.450653,40.245327,11.529,5780,,,Solar,4.438,,,Solar,0,,,Solar,1,,,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.81,0.019,10.529,0.016,10.49,0.02,005/005088/005088536/dv/kplr005088536-20121029204534_dvr.pdf
182,q1_q17_dr24_stellar,5088536,2MASS J19134816+4014431,288.450653,40.245327,11.529,5884,75,-75,SPE8,4.305,0.019,-0.019,AST8,-0.22,0.101,-0.101,SPE8,1.127,0.033,-0.033,0.93,0.06,-0.06,0.9266,0.05321,-0.05321,MULT8,3,3,3,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,42.914,38.534,36.878,34.395,32.898,30.048,28.943,27.368,25.626,24.511,23.748,23.255,23.166,22.459,10.81,0.019,10.529,0.016,10.49,0.02,005/005088/005088536/dv/kplr005088536-20141002224145_dvr.pdf
183,q1_q16_stellar,5088536,2MASS J19134816+4014431,288.450653,40.245327,11.529,5884,75,-75,SPE8,4.305,0.019,-0.019,AST8,-0.22,0.101,-0.101,SPE8,1.127,0.033,-0.033,0.93,0.06,-0.06,0.9266,0.05321,-0.05321,MULT8,3,3,3,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,37.009,33.455,31.001,29.098,27.461,25.107,24.243,22.841,21.407,20.431,19.786,19.331,19.205,18.728,10.81,0.019,10.529,0.016,10.49,0.02,005/005088/005088536/dv/kplr005088536-20130815195353_dvr.pdf
184,q1_q12_stellar,5094751,2MASS J19213425+4017055,290.392731,40.28487,12.365,6153,89,-89,Pinsonneault,4.283,0.196,-0.196,Pinsonneault,-0.2,0,0,Pinsonneault,1.241,0.461,-0.461,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.314,0.019,11.046,0.016,11.001,0.017,005/005094/005094751/dv/kplr005094751-20121029204534_dvr.pdf
185,q1_q16_stellar,5094751,2MASS J19213425+4017055,290.392731,40.28487,12.365,5952,75,-75,SPE8,4.212,0.015,-0.015,AST8,-0.08,0.101,-0.101,SPE8,1.323,0.037,-0.037,1.04,0.07,-0.07,0.6406,0.03226,-0.03226,MULT8,2,2,2,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,46.115,41.587,38.352,35.997,34.042,31.383,30.425,28.964,27.158,26.024,25.182,24.687,24.567,23.999,11.314,0.019,11.046,0.016,11.001,0.017,005/005094/005094751/dv/kplr005094751-20130815195353_dvr.pdf
186,q1_q17_dr24_stellar,5094751,2MASS J19213425+4017055,290.392731,40.28487,12.365,5952,75,-75,SPE8,4.212,0.015,-0.015,AST8,-0.08,0.101,-0.101,SPE8,1.323,0.037,-0.037,1.04,0.07,-0.07,0.6406,0.03226,-0.03226,MULT8,2,2,3,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,53.358,47.898,45.667,42.83,41.066,37.829,36.563,34.812,32.92,31.532,30.828,30.454,30.273,30.063,11.314,0.019,11.046,0.016,11.001,0.017,005/005094/005094751/dv/kplr005094751-20141002224145_dvr.pdf
187,q1_q12_stellar,5113822,2MASS J19421426+4014105,295.559418,40.236271,13.595,5979,91,-91,Pinsonneault,4.309,0.199,-0.199,Pinsonneault,-0.2,0,0,Pinsonneault,1.162,0.385,-0.385,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.449,0.022,12.101,0.021,12.083,0.02,005/005113/005113822/dv/kplr005113822-20121029204534_dvr.pdf
188,q1_q16_stellar,5113822,2MASS J19421426+4014105,295.559418,40.236271,13.595,5989,156,-179,PHO1,4.322,0.136,-0.247,KIC0,-0.16,0.26,-0.28,KIC0,1.131,0.436,-0.177,0.98,0.16,-0.11,0.9529,0.5846,-0.56,DSEP,2,2,2,11111011101110100,2013-12-03,0.6984,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,114.11,104.281,97.868,93.218,88.971,83.83,81.762,78.717,75.777,74.054,73.632,73.165,73.033,72.99,12.449,0.022,12.101,0.021,12.083,0.02,005/005113/005113822/dv/kplr005113822-20130815195353_dvr.pdf
189,q1_q17_dr24_stellar,5113822,2MASS J19421426+4014105,295.559418,40.236271,13.595,5737,113,-113,SPE59,4.544,0.012,-0.148,SPE59,-0.06,0.13,-0.13,SPE59,0.872,0.16,-0.033,0.97,0.05,-0.08,2.06,0.1387,-0.8159,DSEP,2,2,2,11111011101110100,2015-01-15,0.6986,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,128.676,117.744,113.832,108.087,104.695,98.402,95.899,92.679,89.478,87.175,86.708,86.358,86.53,88.021,12.449,0.022,12.101,0.021,12.083,0.02,005/005113/005113822/dv/kplr005113822-20141002224145_dvr.pdf
190,q1_q12_stellar,5185897,2MASS J19255247+4020378,291.468658,40.343849,13.256,4476,61,-61,Pinsonneault,4.731,0.015,-0.015,Pinsonneault,-0.2,0,0,Pinsonneault,0.575,0.013,-0.013,,,,,,,,2,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.514,0.021,10.932,0.022,10.794,0.018,005/005185/005185897/dv/kplr005185897-20121029204534_dvr.pdf
191,q1_q16_stellar,5185897,2MASS J19255247+4020378,291.468658,40.343849,13.256,4494,139,-117,PHO1,4.644,0.033,-0.052,KIC0,-0.04,0.26,-0.32,KIC0,0.659,0.061,-0.051,0.7,0.05,-0.07,3.432,0.5598,-0.6348,DSEP,2,3,3,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,69.944,63.098,58.442,55.014,52.313,48.536,47.316,45.238,43.188,41.988,41.162,40.836,40.782,40.599,11.514,0.021,10.932,0.022,10.794,0.018,005/005185/005185897/dv/kplr005185897-20130815195353_dvr.pdf
192,q1_q17_dr24_stellar,5185897,2MASS J19255247+4020378,291.468658,40.343849,13.256,4488,95,-86,SPE58,4.646,0.014,-0.043,SPE58,-0.06,0.14,-0.14,SPE58,0.655,0.039,-0.024,0.69,0.03,-0.04,3.47,0.2417,-0.4879,DSEP,2,3,3,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,79.498,71.712,68.421,63.978,61.532,57.278,55.651,53.337,50.944,49.085,48.434,48.079,48.041,48.671,11.514,0.021,10.932,0.022,10.794,0.018,005/005185/005185897/dv/kplr005185897-20141002224145_dvr.pdf
193,q1_q12_stellar,5202905,2MASS J19434403+4018020,295.933472,40.300571,12.345,8229,207,-207,Pinsonneault,3.856,0.176,-0.176,Pinsonneault,-0.2,0,0,Pinsonneault,2.825,0.856,-0.856,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.725,0.021,11.629,0.022,11.583,0.014,005/005202/005202905/dv/kplr005202905-20121029204534_dvr.pdf
194,q1_q16_stellar,5202905,2MASS J19434403+4018020,295.933472,40.300571,12.345,8241,226,-345,KIC0,3.745,0.295,-0.112,KIC0,-0.1,0.31,-0.4,KIC0,3.177,0.704,-1.108,2.05,0.36,-0.4,0.08986,0.1811,-0.03271,DSEP,2,2,2,11111011101110100,2013-12-03,0.6987,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,78.124,70.424,64.407,59.757,55.792,49.336,46.676,42.3,37.337,33.502,30.901,28.933,28.41,25.669,11.725,0.021,11.629,0.022,11.583,0.014,005/005202/005202905/dv/kplr005202905-20130815195353_dvr.pdf
195,q1_q17_dr24_stellar,5202905,2MASS J19434403+4018020,295.933472,40.300571,12.345,6642,104,-178,SPE58,4.057,0.102,-0.17,SPE58,-0.02,0.14,-0.14,SPE58,1.846,0.466,-0.297,1.42,0.13,-0.18,0.3182,0.1596,-0.146,DSEP,2,2,4,11111011101110100,2015-01-15,0.6991,1459.789,7.1,7.1,7.329,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,66.577,58.803,55.419,51.207,48.58,43.767,41.644,38.542,34.921,32.145,30.124,28.566,28.105,25.563,11.725,0.021,11.629,0.022,11.583,0.014,005/005202/005202905/dv/kplr005202905-20141002224145_dvr.pdf
